[s]	rid
mhs:MeasurementSiteMuscA.9.3.2-13	MDC_MUSC_HEAD_RECT_INF
mhs:MeasurementSiteMuscA.9.3.2-130	MDC_MUSC_TRUNK
mhs:MeasurementSiteMuscA.9.3.2-133	MDC_MUSC_BACK
mhs:MeasurementSiteMuscA.9.3.2-136	MDC_MUSC_BACK_UPPER
mhs:MeasurementSiteMuscA.9.3.2-139	MDC_MUSC_BACK_LOWER
mhs:MeasurementSiteMuscA.9.3.2-142	MDC_MUSC_BACK_TRAPEZ
mhs:MeasurementSiteMuscA.9.3.2-145	MDC_MUSC_BACK_LASTISSIM_DORS
mhs:MeasurementSiteMuscA.9.3.2-148	MDC_MUSC_BACK_RHOMB_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-151	MDC_MUSC_BACK_RHOMB_MINOR
mhs:MeasurementSiteMuscA.9.3.2-154	MDC_MUSC_BACK_SCAP_LEVATOR
mhs:MeasurementSiteMuscA.9.3.2-157	MDC_MUSC_BACK_SERRAT_POST
mhs:MeasurementSiteMuscA.9.3.2-16	MDC_MUSC_HEAD_RECT_MED
mhs:MeasurementSiteMuscA.9.3.2-160	MDC_MUSC_BACK_SPLEN_CAPT
mhs:MeasurementSiteMuscA.9.3.2-163	MDC_MUSC_BACK_SPLEN_CERVIC
mhs:MeasurementSiteMuscA.9.3.2-166	MDC_MUSC_BACK_SPLEN
mhs:MeasurementSiteMuscA.9.3.2-169	MDC_MUSC_BACK_SPINAL_ERECTOR
mhs:MeasurementSiteMuscA.9.3.2-172	MDC_MUSC_BACK_SPINAL
mhs:MeasurementSiteMuscA.9.3.2-175	MDC_MUSC_BACK_SPINAL_THORAC
mhs:MeasurementSiteMuscA.9.3.2-178	MDC_MUSC_BACK_SPINAL_CERVIC
mhs:MeasurementSiteMuscA.9.3.2-181	MDC_MUSC_BACK_SPINAL_CAPIT
mhs:MeasurementSiteMuscA.9.3.2-184	MDC_MUSC_BACK_SEMISPINAL
mhs:MeasurementSiteMuscA.9.3.2-187	MDC_MUSC_BACK_SEMISPINAL_THOR
mhs:MeasurementSiteMuscA.9.3.2-19	MDC_MUSC_HEAD_RECT_LAT
mhs:MeasurementSiteMuscA.9.3.2-190	MDC_MUSC_BACK_SEMISPINAL_CERV
mhs:MeasurementSiteMuscA.9.3.2-193	MDC_MUSC_BACK_SEMISPINAL_CAPIT
mhs:MeasurementSiteMuscA.9.3.2-196	MDC_MUSC_BACK_MULTIFID
mhs:MeasurementSiteMuscA.9.3.2-199	MDC_MUSC_BACK_INTERSPINAL
mhs:MeasurementSiteMuscA.9.3.2-202	MDC_MUSC_BACK_INTERSPINAL_CERVIC
mhs:MeasurementSiteMuscA.9.3.2-205	MDC_MUSC_BACK_INTERSPINAL_THORAC
mhs:MeasurementSiteMuscA.9.3.2-208	MDC_MUSC_BACK_INTERSPINAL_LUMBOR
mhs:MeasurementSiteMuscA.9.3.2-211	MDC_MUSC_THORAX
mhs:MeasurementSiteMuscA.9.3.2-214	MDC_MUSC_THORAX_PECTORAL_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-217	MDC_MUSC_THORAX_PECTORAL_MINOR
mhs:MeasurementSiteMuscA.9.3.2-22	MDC_MUSC_HEAD_OBLIQ_SUP
mhs:MeasurementSiteMuscA.9.3.2-220	MDC_MUSC_THORAX_SUBCLAV
mhs:MeasurementSiteMuscA.9.3.2-223	MDC_MUSC_THORAX_SERRAT_ANT
mhs:MeasurementSiteMuscA.9.3.2-226	MDC_MUSC_THORAX_INTERCOSTAL
mhs:MeasurementSiteMuscA.9.3.2-229	MDC_MUSC_THORAX_DIAPHRAGM
mhs:MeasurementSiteMuscA.9.3.2-232	MDC_MUSC_ABDOM
mhs:MeasurementSiteMuscA.9.3.2-235	MDC_MUSC_ABDOM_ABDOMIN
mhs:MeasurementSiteMuscA.9.3.2-238	MDC_MUSC_ABDOM_OBLIQ_EXT
mhs:MeasurementSiteMuscA.9.3.2-241	MDC_MUSC_ABDOM_OBLIQ_INT
mhs:MeasurementSiteMuscA.9.3.2-244	MDC_MUSC_ABDOM_ABDOM_TRANSVERS
mhs:MeasurementSiteMuscA.9.3.2-247	MDC_MUSC_ABDOM_LUMBOR_QUADRAT
mhs:MeasurementSiteMuscA.9.3.2-25	MDC_MUSC_HEAD_OBLIQ_INF
mhs:MeasurementSiteMuscA.9.3.2-250	MDC_MUSC_ABDOM_PELV
mhs:MeasurementSiteMuscA.9.3.2-253	MDC_MUSC_ABDOM_PUBORECT
mhs:MeasurementSiteMuscA.9.3.2-256	MDC_MUSC_ABDOM_COCCYG
mhs:MeasurementSiteMuscA.9.3.2-259	MDC_MUSC_ABDOM_ANI_SPHINCTER
mhs:MeasurementSiteMuscA.9.3.2-260	MDC_MUSC_ABDOM_ANI_SPHINCTER_EXT
mhs:MeasurementSiteMuscA.9.3.2-261	MDC_MUSC_UPEXT
mhs:MeasurementSiteMuscA.9.3.2-264	MDC_MUSC_UPEXT_DELTOID
mhs:MeasurementSiteMuscA.9.3.2-267	MDC_MUSC_UPEXT_SUPRASPINAT
mhs:MeasurementSiteMuscA.9.3.2-270	MDC_MUSC_UPEXT_INFRASPINAT
mhs:MeasurementSiteMuscA.9.3.2-273	MDC_MUSC_UPEXT_TERES_MINOR
mhs:MeasurementSiteMuscA.9.3.2-276	MDC_MUSC_UPEXT_TERES_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-279	MDC_MUSC_UPEXT_SUBSCAP
mhs:MeasurementSiteMuscA.9.3.2-28	MDC_MUSC_HEAD_FACIAL
mhs:MeasurementSiteMuscA.9.3.2-282	MDC_MUSC_UPEXT_BRACHI_BICEPS
mhs:MeasurementSiteMuscA.9.3.2-285	MDC_MUSC_UPEXT_BRACHIAL
mhs:MeasurementSiteMuscA.9.3.2-288	MDC_MUSC_UPEXT_CORACOBRACH
mhs:MeasurementSiteMuscA.9.3.2-291	MDC_MUSC_UPEXT_BRACH_TRICEPS
mhs:MeasurementSiteMuscA.9.3.2-294	MDC_MUSC_UPEXT_BRACH_TRICEPS_CAP_LONG
mhs:MeasurementSiteMuscA.9.3.2-297	MDC_MUSC_UPEXT_BRACH_TRICEPS_CAP_LAT
mhs:MeasurementSiteMuscA.9.3.2-300	MDC_MUSC_UPEXT_BRACH_TRICEPS_CAP_MED
mhs:MeasurementSiteMuscA.9.3.2-303	MDC_MUSC_UPEXT_ANCON
mhs:MeasurementSiteMuscA.9.3.2-306	MDC_MUSC_UPEXT_PRONATOR
mhs:MeasurementSiteMuscA.9.3.2-309	MDC_MUSC_UPEXT_FLEX_CARPI_RADIAL
mhs:MeasurementSiteMuscA.9.3.2-31	MDC_MUSC_HEAD_OCCIPITOFRONT_VENTER
mhs:MeasurementSiteMuscA.9.3.2-312	MDC_MUSC_UPEXT_PALMAR_LONG
mhs:MeasurementSiteMuscA.9.3.2-315	MDC_MUSC_UPEXT_FLEX_CARPI_ULNAR
mhs:MeasurementSiteMuscA.9.3.2-318	MDC_MUSC_UPEXT_FLEX_DIGIT_SUPERF
mhs:MeasurementSiteMuscA.9.3.2-321	MDC_MUSC_UPEXT_FLEX_DIGIT_PROFUND
mhs:MeasurementSiteMuscA.9.3.2-324	MDC_MUSC_UPEXT_FLEX_POLLIC_LONG
mhs:MeasurementSiteMuscA.9.3.2-327	MDC_MUSC_UPEXT_PRONATOR_QUADRAT
mhs:MeasurementSiteMuscA.9.3.2-330	MDC_MUSC_UPEXT_BRACHIORADIAL
mhs:MeasurementSiteMuscA.9.3.2-333	MDC_MUSC_UPEXT_EXTENS_CARP_RADIAL_LONG
mhs:MeasurementSiteMuscA.9.3.2-336	MDC_MUSC_UPEXT_EXTENS_CARP_RADIAL_BREV
mhs:MeasurementSiteMuscA.9.3.2-339	MDC_MUSC_UPEXT_EXTENS_DIGIT
mhs:MeasurementSiteMuscA.9.3.2-34	MDC_MUSC_HEAD_ORBIC_OCUL
mhs:MeasurementSiteMuscA.9.3.2-342	MDC_MUSC_UPEXT_EXTENS_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-345	MDC_MUSC_UPEXT_EXTENS_CARP_ULNAR
mhs:MeasurementSiteMuscA.9.3.2-348	MDC_MUSC_UPEXT_SUPINATOR
mhs:MeasurementSiteMuscA.9.3.2-351	MDC_MUSC_UPEXT_ABDUC_POLLIC_LONG
mhs:MeasurementSiteMuscA.9.3.2-354	MDC_MUSC_UPEXT_EXTENS_POLLIC_BREV
mhs:MeasurementSiteMuscA.9.3.2-357	MDC_MUSC_UPEXT_EXTENS_POLLIC_LONG
mhs:MeasurementSiteMuscA.9.3.2-360	MDC_MUSC_UPEXT_EXTENS_INDIC
mhs:MeasurementSiteMuscA.9.3.2-363	MDC_MUSC_UPEXT_PALMAR_BREV
mhs:MeasurementSiteMuscA.9.3.2-366	MDC_MUSC_UPEXT_ABDUC_POLLIC_BREV
mhs:MeasurementSiteMuscA.9.3.2-369	MDC_MUSC_UPEXT_FLEX_POLLIC_BREV
mhs:MeasurementSiteMuscA.9.3.2-37	MDC_MUSC_HEAD_ORBIC_OCUL_PARS_ORBIT
mhs:MeasurementSiteMuscA.9.3.2-372	MDC_MUSC_UPEXT_OPPON_POLLIC
mhs:MeasurementSiteMuscA.9.3.2-375	MDC_MUSC_UPEXT_ADDUC_POLLIC
mhs:MeasurementSiteMuscA.9.3.2-378	MDC_MUSC_UPEXT_ABDUC_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-381	MDC_MUSC_UPEXT_FLEX_DIGIT_BREV_MIN
mhs:MeasurementSiteMuscA.9.3.2-384	MDC_MUSC_UPEXT_OPPON_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-387	MDC_MUSC_UPEXT_LUMBRICAL
mhs:MeasurementSiteMuscA.9.3.2-390	MDC_MUSC_UPEXT_INTEROSS_DORSAL
mhs:MeasurementSiteMuscA.9.3.2-393	MDC_MUSC_UPEXT_INTEROSS_PALMAR
mhs:MeasurementSiteMuscA.9.3.2-396	MDC_MUSC_LOEXT_HIP_THIGH
mhs:MeasurementSiteMuscA.9.3.2-399	MDC_MUSC_LOEXT_LEG
mhs:MeasurementSiteMuscA.9.3.2-4	MDC_MUSC_HEAD
mhs:MeasurementSiteMuscA.9.3.2-40	MDC_MUSC_HEAD_AURIC_POST
mhs:MeasurementSiteMuscA.9.3.2-402	MDC_MUSC_LOEXT_FOOT
mhs:MeasurementSiteMuscA.9.3.2-405	MDC_MUSC_LOEXT_ILLIOPS
mhs:MeasurementSiteMuscA.9.3.2-408	MDC_MUSC_LOEXT_GLUT_MAX
mhs:MeasurementSiteMuscA.9.3.2-411	MDC_MUSC_LOEXT_GLUT_MED
mhs:MeasurementSiteMuscA.9.3.2-414	MDC_MUSC_LOEXT_GLUT_MIN
mhs:MeasurementSiteMuscA.9.3.2-417	MDC_MUSC_LOEXT_TENSOR_FASC_LAT
mhs:MeasurementSiteMuscA.9.3.2-420	MDC_MUSC_LOEXT_PIRIFORM
mhs:MeasurementSiteMuscA.9.3.2-423	MDC_MUSC_LOEXT_OBTURATOR
mhs:MeasurementSiteMuscA.9.3.2-426	MDC_MUSC_LOEXT_GEMEL
mhs:MeasurementSiteMuscA.9.3.2-429	MDC_MUSC_LOEXT_QUADRAT_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-43	MDC_MUSC_HEAD_ORBIC_ORIS
mhs:MeasurementSiteMuscA.9.3.2-432	MDC_MUSC_LOEXT_SARTOR
mhs:MeasurementSiteMuscA.9.3.2-435	MDC_MUSC_LOEXT_QUADRICEPS_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-438	MDC_MUSC_LOEXT_RECT_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-441	MDC_MUSC_LOEXT_VAST_LAT
mhs:MeasurementSiteMuscA.9.3.2-444	MDC_MUSC_LOEXT_VAST_INTERMED
mhs:MeasurementSiteMuscA.9.3.2-447	MDC_MUSC_LOEXT_VAST_MED
mhs:MeasurementSiteMuscA.9.3.2-450	MDC_MUSC_LOEXT_PECTIN
mhs:MeasurementSiteMuscA.9.3.2-453	MDC_MUSC_LOEXT_ABDUC_LONG
mhs:MeasurementSiteMuscA.9.3.2-456	MDC_MUSC_LOEXT_ABDUC_BREV
mhs:MeasurementSiteMuscA.9.3.2-459	MDC_MUSC_LOEXT_ABDUC_MAGN
mhs:MeasurementSiteMuscA.9.3.2-46	MDC_MUSC_HEAD_DEPRESSOR_ANGUL_ORIS
mhs:MeasurementSiteMuscA.9.3.2-462	MDC_MUSC_LOEXT_GRACIL
mhs:MeasurementSiteMuscA.9.3.2-465	MDC_MUSC_LOEXT_BICEPS_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-468	MDC_MUSC_LOEXT_BICEPS_FEMOR_LONG
mhs:MeasurementSiteMuscA.9.3.2-471	MDC_MUSC_LOEXT_BICEPS_FEMOR_BREV
mhs:MeasurementSiteMuscA.9.3.2-474	MDC_MUSC_LOEXT_SEMITENDIN
mhs:MeasurementSiteMuscA.9.3.2-477	MDC_MUSC_LOEXT_SEMIMEMBRAN
mhs:MeasurementSiteMuscA.9.3.2-480	MDC_MUSC_LOEXT_TIBIAL_ANT
mhs:MeasurementSiteMuscA.9.3.2-483	MDC_MUSC_LOEXT_EXTENS_DIGIT_LONG
mhs:MeasurementSiteMuscA.9.3.2-486	MDC_MUSC_LOEXT_EXTENS_HALLUC_LONG
mhs:MeasurementSiteMuscA.9.3.2-489	MDC_MUSC_LOEXT_PERON
mhs:MeasurementSiteMuscA.9.3.2-49	MDC_MUSC_HEAD_RISOR
mhs:MeasurementSiteMuscA.9.3.2-492	MDC_MUSC_LOEXT_PERON_LONG
mhs:MeasurementSiteMuscA.9.3.2-495	MDC_MUSC_LOEXT_PERON_BREV
mhs:MeasurementSiteMuscA.9.3.2-498	MDC_MUSC_LOEXT_TRICEPS_SUR
mhs:MeasurementSiteMuscA.9.3.2-501	MDC_MUSC_LOEXT_GASTROCNEM
mhs:MeasurementSiteMuscA.9.3.2-504	MDC_MUSC_LOEXT_GASTROCNEM_LAT
mhs:MeasurementSiteMuscA.9.3.2-507	MDC_MUSC_LOEXT_GASTROCNEM_MED
mhs:MeasurementSiteMuscA.9.3.2-510	MDC_MUSC_LOEXT_SOL
mhs:MeasurementSiteMuscA.9.3.2-513	MDC_MUSC_LOEXT_PLANTAR
mhs:MeasurementSiteMuscA.9.3.2-516	MDC_MUSC_LOEXT_POPLIT
mhs:MeasurementSiteMuscA.9.3.2-519	MDC_MUSC_LOEXT_TIBIAL_POST
mhs:MeasurementSiteMuscA.9.3.2-52	MDC_MUSC_HEAD_ZYGOMATIC_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-522	MDC_MUSC_LOEXT_FLEX_DIGIT_LONG
mhs:MeasurementSiteMuscA.9.3.2-525	MDC_MUSC_LOEXT_EXTENS_HALLUC_BREV
mhs:MeasurementSiteMuscA.9.3.2-528	MDC_MUSC_LOEXT_EXTENS_DIGIT_BREV
mhs:MeasurementSiteMuscA.9.3.2-531	MDC_MUSC_LOEXT_ABDUC_HALLUC
mhs:MeasurementSiteMuscA.9.3.2-534	MDC_MUSC_LOEXT_FLEX_HALLUC_BREV
mhs:MeasurementSiteMuscA.9.3.2-537	MDC_MUSC_LOEXT_ADDUC_HALLUC
mhs:MeasurementSiteMuscA.9.3.2-540	MDC_MUSC_LOEXT_ABDUC_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-543	MDC_MUSC_LOEXT_FLEX_DIGIT_BREV_MIN
mhs:MeasurementSiteMuscA.9.3.2-546	MDC_MUSC_LOEXT_QUADRAT_PLANT
mhs:MeasurementSiteMuscA.9.3.2-549	MDC_MUSC_LOEXT_LUMBRICAL
mhs:MeasurementSiteMuscA.9.3.2-55	MDC_MUSC_HEAD_ZYGOMATIC_MINOR
mhs:MeasurementSiteMuscA.9.3.2-552	MDC_MUSC_LOEXT_INTEROSS_DORSAL
mhs:MeasurementSiteMuscA.9.3.2-555	MDC_MUSC_LOEXT_INTEROSS_PLANTAR
mhs:MeasurementSiteMuscA.9.3.2-558	MDC_MUSC_SKELETAL
mhs:MeasurementSiteMuscA.9.3.2-559	MDC_MUSC_HEAD
mhs:MeasurementSiteMuscA.9.3.2-560	MDC_MUSC_HEAD_EYE
mhs:MeasurementSiteMuscA.9.3.2-561	MDC_MUSC_HEAD_RECT_SUP
mhs:MeasurementSiteMuscA.9.3.2-562	MDC_MUSC_HEAD_RECT_INF
mhs:MeasurementSiteMuscA.9.3.2-563	MDC_MUSC_HEAD_RECT_MED
mhs:MeasurementSiteMuscA.9.3.2-564	MDC_MUSC_HEAD_RECT_LAT
mhs:MeasurementSiteMuscA.9.3.2-565	MDC_MUSC_HEAD_OBLIQ_SUP
mhs:MeasurementSiteMuscA.9.3.2-566	MDC_MUSC_HEAD_OBLIQ_INF
mhs:MeasurementSiteMuscA.9.3.2-567	MDC_MUSC_HEAD_FACIAL
mhs:MeasurementSiteMuscA.9.3.2-568	MDC_MUSC_HEAD_OCCIPITOFRONT_VENTER
mhs:MeasurementSiteMuscA.9.3.2-569	MDC_MUSC_HEAD_ORBIC_OCUL
mhs:MeasurementSiteMuscA.9.3.2-570	MDC_MUSC_HEAD_ORBIC_OCUL_PARS_ORBIT
mhs:MeasurementSiteMuscA.9.3.2-571	MDC_MUSC_HEAD_AURIC_POST
mhs:MeasurementSiteMuscA.9.3.2-572	MDC_MUSC_HEAD_ORBIC_ORIS
mhs:MeasurementSiteMuscA.9.3.2-573	MDC_MUSC_HEAD_DEPRESSOR_ANGUL_ORIS
mhs:MeasurementSiteMuscA.9.3.2-574	MDC_MUSC_HEAD_RISOR
mhs:MeasurementSiteMuscA.9.3.2-575	MDC_MUSC_HEAD_ZYGOMATIC_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-576	MDC_MUSC_HEAD_ZYGOMATIC_MINOR
mhs:MeasurementSiteMuscA.9.3.2-577	MDC_MUSC_HEAD_LEVATOR_LAB_SUP
mhs:MeasurementSiteMuscA.9.3.2-578	MDC_MUSC_HEAD_LEVATOR_LAB_SUP_AL_NASI
mhs:MeasurementSiteMuscA.9.3.2-579	MDC_MUSC_HEAD_DEPRESSOR_LAB_INF
mhs:MeasurementSiteMuscA.9.3.2-58	MDC_MUSC_HEAD_LEVATOR_LAB_SUP
mhs:MeasurementSiteMuscA.9.3.2-580	MDC_MUSC_HEAD_LEVATOR_ANGUL_ORIS
mhs:MeasurementSiteMuscA.9.3.2-581	MDC_MUSC_HEAD_BUCCINATOR
mhs:MeasurementSiteMuscA.9.3.2-582	MDC_MUSC_HEAD_MENTAL
mhs:MeasurementSiteMuscA.9.3.2-583	MDC_MUSC_HEAD_MASSETER
mhs:MeasurementSiteMuscA.9.3.2-584	MDC_MUSC_HEAD_TEMPOR
mhs:MeasurementSiteMuscA.9.3.2-585	MDC_MUSC_HEAD_PTERYGOID
mhs:MeasurementSiteMuscA.9.3.2-586	MDC_MUSC_HEAD_PTERYGOID_LAT
mhs:MeasurementSiteMuscA.9.3.2-587	MDC_MUSC_HEAD_PTERYGOID_MED
mhs:MeasurementSiteMuscA.9.3.2-588	MDC_MUSC_HEAD_LING
mhs:MeasurementSiteMuscA.9.3.2-589	MDC_MUSC_HEAD_GENIOGLOSS
mhs:MeasurementSiteMuscA.9.3.2-590	MDC_MUSC_HEAD_LARING
mhs:MeasurementSiteMuscA.9.3.2-591	MDC_MUSC_HEAD_CRICOTHYROID
mhs:MeasurementSiteMuscA.9.3.2-592	MDC_MUSC_HEAD_THYROARYTEROID
mhs:MeasurementSiteMuscA.9.3.2-593	MDC_MUSC_NECK
mhs:MeasurementSiteMuscA.9.3.2-594	MDC_MUSC_NECK_PLATYSMA
mhs:MeasurementSiteMuscA.9.3.2-595	MDC_MUSC_NECK_CAPT_LONG
mhs:MeasurementSiteMuscA.9.3.2-596	MDC_MUSC_NECK_STERNOCLEIDOMASTOID
mhs:MeasurementSiteMuscA.9.3.2-597	MDC_MUSC_NECK_DIGRASTRIC
mhs:MeasurementSiteMuscA.9.3.2-598	MDC_MUSC_NECK_DIGRASTRIC_VENTER_ANT
mhs:MeasurementSiteMuscA.9.3.2-599	MDC_MUSC_NECK_DIGRASTRIC_VENTER_POST
mhs:MeasurementSiteMuscA.9.3.2-600	MDC_MUSC_NECK_MYLOHYOID
mhs:MeasurementSiteMuscA.9.3.2-601	MDC_MUSC_TRUNK
mhs:MeasurementSiteMuscA.9.3.2-602	MDC_MUSC_BACK
mhs:MeasurementSiteMuscA.9.3.2-603	MDC_MUSC_BACK_UPPER
mhs:MeasurementSiteMuscA.9.3.2-604	MDC_MUSC_BACK_LOWER
mhs:MeasurementSiteMuscA.9.3.2-605	MDC_MUSC_BACK_TRAPEZ
mhs:MeasurementSiteMuscA.9.3.2-606	MDC_MUSC_BACK_LASTISSIM_DORS
mhs:MeasurementSiteMuscA.9.3.2-607	MDC_MUSC_BACK_RHOMB_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-608	MDC_MUSC_BACK_RHOMB_MINOR
mhs:MeasurementSiteMuscA.9.3.2-609	MDC_MUSC_BACK_SCAP_LEVATOR
mhs:MeasurementSiteMuscA.9.3.2-61	MDC_MUSC_HEAD_LEVATOR_LAB_SUP_AL_NASI
mhs:MeasurementSiteMuscA.9.3.2-610	MDC_MUSC_BACK_SERRAT_POST
mhs:MeasurementSiteMuscA.9.3.2-611	MDC_MUSC_BACK_SPLEN_CAPT
mhs:MeasurementSiteMuscA.9.3.2-612	MDC_MUSC_BACK_SPLEN_CERVIC
mhs:MeasurementSiteMuscA.9.3.2-613	MDC_MUSC_BACK_SPLEN
mhs:MeasurementSiteMuscA.9.3.2-614	MDC_MUSC_BACK_SPINAL_ERECTOR
mhs:MeasurementSiteMuscA.9.3.2-615	MDC_MUSC_BACK_SPINAL
mhs:MeasurementSiteMuscA.9.3.2-616	MDC_MUSC_BACK_SPINAL_THORAC
mhs:MeasurementSiteMuscA.9.3.2-617	MDC_MUSC_BACK_SPINAL_CERVIC
mhs:MeasurementSiteMuscA.9.3.2-618	MDC_MUSC_BACK_SPINAL_CAPIT
mhs:MeasurementSiteMuscA.9.3.2-619	MDC_MUSC_BACK_SEMISPINAL
mhs:MeasurementSiteMuscA.9.3.2-620	MDC_MUSC_BACK_SEMISPINAL_THOR
mhs:MeasurementSiteMuscA.9.3.2-621	MDC_MUSC_BACK_SEMISPINAL_CERV
mhs:MeasurementSiteMuscA.9.3.2-622	MDC_MUSC_BACK_SEMISPINAL_CAPIT
mhs:MeasurementSiteMuscA.9.3.2-623	MDC_MUSC_BACK_MULTIFID
mhs:MeasurementSiteMuscA.9.3.2-624	MDC_MUSC_BACK_INTERSPINAL
mhs:MeasurementSiteMuscA.9.3.2-625	MDC_MUSC_BACK_INTERSPINAL_CERVIC
mhs:MeasurementSiteMuscA.9.3.2-626	MDC_MUSC_BACK_INTERSPINAL_THORAC
mhs:MeasurementSiteMuscA.9.3.2-627	MDC_MUSC_BACK_INTERSPINAL_LUMBOR
mhs:MeasurementSiteMuscA.9.3.2-628	MDC_MUSC_THORAX
mhs:MeasurementSiteMuscA.9.3.2-629	MDC_MUSC_THORAX_PECTORAL_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-630	MDC_MUSC_THORAX_PECTORAL_MINOR
mhs:MeasurementSiteMuscA.9.3.2-631	MDC_MUSC_THORAX_SUBCLAV
mhs:MeasurementSiteMuscA.9.3.2-632	MDC_MUSC_THORAX_SERRAT_ANT
mhs:MeasurementSiteMuscA.9.3.2-633	MDC_MUSC_THORAX_INTERCOSTAL
mhs:MeasurementSiteMuscA.9.3.2-634	MDC_MUSC_THORAX_DIAPHRAGM
mhs:MeasurementSiteMuscA.9.3.2-635	MDC_MUSC_ABDOM
mhs:MeasurementSiteMuscA.9.3.2-636	MDC_MUSC_ABDOM_ABDOMIN
mhs:MeasurementSiteMuscA.9.3.2-637	MDC_MUSC_ABDOM_OBLIQ_EXT
mhs:MeasurementSiteMuscA.9.3.2-638	MDC_MUSC_ABDOM_OBLIQ_INT
mhs:MeasurementSiteMuscA.9.3.2-639	MDC_MUSC_ABDOM_ABDOM_TRANSVERS
mhs:MeasurementSiteMuscA.9.3.2-64	MDC_MUSC_HEAD_DEPRESSOR_LAB_INF
mhs:MeasurementSiteMuscA.9.3.2-640	MDC_MUSC_ABDOM_LUMBOR_QUADRAT
mhs:MeasurementSiteMuscA.9.3.2-641	MDC_MUSC_ABDOM_PELV
mhs:MeasurementSiteMuscA.9.3.2-642	MDC_MUSC_ABDOM_PUBORECT
mhs:MeasurementSiteMuscA.9.3.2-643	MDC_MUSC_ABDOM_COCCYG
mhs:MeasurementSiteMuscA.9.3.2-644	MDC_MUSC_ABDOM_ANI_SPHINCTER
mhs:MeasurementSiteMuscA.9.3.2-645	MDC_MUSC_ABDOM_ANI_SPHINCTER_EXT
mhs:MeasurementSiteMuscA.9.3.2-646	MDC_MUSC_UPEXT
mhs:MeasurementSiteMuscA.9.3.2-647	MDC_MUSC_UPEXT_DELTOID
mhs:MeasurementSiteMuscA.9.3.2-648	MDC_MUSC_UPEXT_SUPRASPINAT
mhs:MeasurementSiteMuscA.9.3.2-649	MDC_MUSC_UPEXT_INFRASPINAT
mhs:MeasurementSiteMuscA.9.3.2-650	MDC_MUSC_UPEXT_TERES_MINOR
mhs:MeasurementSiteMuscA.9.3.2-651	MDC_MUSC_UPEXT_TERES_MAJOR
mhs:MeasurementSiteMuscA.9.3.2-652	MDC_MUSC_UPEXT_SUBSCAP
mhs:MeasurementSiteMuscA.9.3.2-653	MDC_MUSC_UPEXT_BRACHI_BICEPS
mhs:MeasurementSiteMuscA.9.3.2-654	MDC_MUSC_UPEXT_BRACHIAL
mhs:MeasurementSiteMuscA.9.3.2-655	MDC_MUSC_UPEXT_CORACOBRACH
mhs:MeasurementSiteMuscA.9.3.2-656	MDC_MUSC_UPEXT_BRACH_TRICEPS
mhs:MeasurementSiteMuscA.9.3.2-657	MDC_MUSC_UPEXT_BRACH_TRICEPS_CAP_LONG
mhs:MeasurementSiteMuscA.9.3.2-658	MDC_MUSC_UPEXT_BRACH_TRICEPS_CAP_LAT
mhs:MeasurementSiteMuscA.9.3.2-659	MDC_MUSC_UPEXT_BRACH_TRICEPS_CAP_MED
mhs:MeasurementSiteMuscA.9.3.2-660	MDC_MUSC_UPEXT_ANCON
mhs:MeasurementSiteMuscA.9.3.2-661	MDC_MUSC_UPEXT_PRONATOR
mhs:MeasurementSiteMuscA.9.3.2-662	MDC_MUSC_UPEXT_FLEX_CARPI_RADIAL
mhs:MeasurementSiteMuscA.9.3.2-663	MDC_MUSC_UPEXT_PALMAR_LONG
mhs:MeasurementSiteMuscA.9.3.2-664	MDC_MUSC_UPEXT_FLEX_CARPI_ULNAR
mhs:MeasurementSiteMuscA.9.3.2-665	MDC_MUSC_UPEXT_FLEX_DIGIT_SUPERF
mhs:MeasurementSiteMuscA.9.3.2-666	MDC_MUSC_UPEXT_FLEX_DIGIT_PROFUND
mhs:MeasurementSiteMuscA.9.3.2-667	MDC_MUSC_UPEXT_FLEX_POLLIC_LONG
mhs:MeasurementSiteMuscA.9.3.2-668	MDC_MUSC_UPEXT_PRONATOR_QUADRAT
mhs:MeasurementSiteMuscA.9.3.2-669	MDC_MUSC_UPEXT_BRACHIORADIAL
mhs:MeasurementSiteMuscA.9.3.2-67	MDC_MUSC_HEAD_LEVATOR_ANGUL_ORIS
mhs:MeasurementSiteMuscA.9.3.2-670	MDC_MUSC_UPEXT_EXTENS_CARP_RADIAL_LONG
mhs:MeasurementSiteMuscA.9.3.2-671	MDC_MUSC_UPEXT_EXTENS_CARP_RADIAL_BREV
